anchor_date,sector,metric,raw_field,calculation_mode,metric_weight,normalized_weight,raw_average,raw_calibration_average,calibration_date,calibration_coefficient,metric_coefficient,company_count,symbols,baseline_source,status,source,method,comment
2026-04-10,Mining,pe,pe,company_baseline,0.2,0.2,35.43062,17.672,2026-05-30,1.564,2.478938,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-20,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,12.723,7.936667,2026-05-30,1.589,1.562905,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-20,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,45.247745,45.568,2026-05-30,1.415,1.318918,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-20,Mining,pb,pb,company_baseline,0.2,0.2,5.14094,3.2,2026-05-30,1.594,1.426354,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-20,Mining,pe,pe,company_baseline,0.2,0.2,37.32964,17.672,2026-05-30,1.564,2.649775,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-30,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,10.650833,7.936667,2026-05-30,1.589,1.340816,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-30,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,37.538261,45.568,2026-05-30,1.415,1.1024,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-30,Mining,pb,pb,company_baseline,0.2,0.2,4.43372,3.2,2026-05-30,1.594,1.261496,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-30,Mining,pe,pe,company_baseline,0.2,0.2,32.70438,17.672,2026-05-30,1.564,2.371338,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-10,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,10.981867,7.936667,2026-05-30,1.589,1.369466,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-10,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,33.635339,45.568,2026-05-30,1.415,1.043697,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-10,Mining,pb,pb,company_baseline,0.2,0.2,4.68942,3.2,2026-05-30,1.594,1.313108,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-10,Mining,pe,pe,company_baseline,0.2,0.2,33.13554,17.672,2026-05-30,1.564,2.398864,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-20,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,10.6283,7.936667,2026-05-30,1.589,1.333745,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-20,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,32.72106,45.568,2026-05-30,1.415,1.017512,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-20,Mining,pb,pb,company_baseline,0.2,0.2,4.41282,3.2,2026-05-30,1.594,1.205984,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-20,Mining,pe,pe,company_baseline,0.2,0.2,17.00666,17.672,2026-05-30,1.564,1.010003,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-30,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,11.398333,7.936667,2026-05-30,1.589,1.407919,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-30,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,34.172134,45.568,2026-05-30,1.415,1.059975,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-30,Mining,pb,pb,company_baseline,0.2,0.2,4.74804,3.2,2026-05-30,1.594,1.269631,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-30,Mining,pe,pe,company_baseline,0.2,0.2,18.01194,17.672,2026-05-30,1.564,1.058114,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-02-28,Semiconductors,ev_ebitda,ev_ebitda,company_baseline,0.25,0.357143,37.573114,27.665714,2026-05-30,1.743,1.376681,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-02-28,Semiconductors,forward_pe,,readme_calibration,0.3,,,,2026-05-30,1.302,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-02-28,Semiconductors,pb,pb,company_baseline,0.2,0.285714,15.143471,13.02,2026-05-30,2.243,1.492661,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-02-28,Semiconductors,ps,ps,company_baseline,0.25,0.357143,13.633371,10.285714,2026-05-30,2.161,1.492664,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-10,Semiconductors,ev_ebitda,ev_ebitda,company_baseline,0.25,0.357143,37.720843,27.665714,2026-05-30,1.743,1.366973,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-10,Semiconductors,forward_pe,,readme_calibration,0.3,,,,2026-05-30,1.302,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-03-10,Semiconductors,pb,pb,company_baseline,0.2,0.285714,15.135943,13.02,2026-05-30,2.243,1.474683,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-10,Semiconductors,ps,ps,company_baseline,0.25,0.357143,13.739571,10.285714,2026-05-30,2.161,1.480651,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-20,Semiconductors,ev_ebitda,ev_ebitda,company_baseline,0.25,0.357143,34.655871,27.665714,2026-05-30,1.743,1.219064,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-20,Semiconductors,forward_pe,,readme_calibration,0.3,,,,2026-05-30,1.302,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-03-20,Semiconductors,pb,pb,company_baseline,0.2,0.285714,14.1732,13.02,2026-05-30,2.243,1.343022,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-20,Semiconductors,ps,ps,company_baseline,0.25,0.357143,12.412214,10.285714,2026-05-30,2.161,1.304924,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-30,Semiconductors,ev_ebitda,ev_ebitda,company_baseline,0.25,0.357143,33.060229,27.665714,2026-05-30,1.743,1.151337,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-30,Semiconductors,forward_pe,,readme_calibration,0.3,,,,2026-05-30,1.302,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-03-30,Semiconductors,pb,pb,company_baseline,0.2,0.285714,13.415329,13.02,2026-05-30,2.243,1.19646,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-30,Semiconductors,ps,ps,company_baseline,0.25,0.357143,11.684029,10.285714,2026-05-30,2.161,1.191352,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-10,Semiconductors,ev_ebitda,ev_ebitda,company_baseline,0.25,0.357143,39.928629,27.665714,2026-05-30,1.743,1.377958,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-10,Semiconductors,forward_pe,,readme_calibration,0.3,,,,2026-05-30,1.302,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-04-10,Semiconductors,pb,pb,company_baseline,0.2,0.285714,15.857486,13.02,2026-05-30,2.243,1.456145,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-10,Semiconductors,ps,ps,company_baseline,0.25,0.357143,14.027543,10.285714,2026-05-30,2.161,1.439397,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-20,Semiconductors,ev_ebitda,ev_ebitda,company_baseline,0.25,0.357143,43.097857,27.665714,2026-05-30,1.743,1.478693,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-20,Semiconductors,forward_pe,,readme_calibration,0.3,,,,2026-05-30,1.302,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-04-20,Semiconductors,pb,pb,company_baseline,0.2,0.285714,16.772743,13.02,2026-05-30,2.243,1.551426,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-20,Semiconductors,ps,ps,company_baseline,0.25,0.357143,14.968086,10.285714,2026-05-30,2.161,1.537793,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-30,Semiconductors,ev_ebitda,ev_ebitda,company_baseline,0.25,0.357143,49.2354,27.665714,2026-05-30,1.743,1.685367,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-30,Semiconductors,forward_pe,,readme_calibration,0.3,,,,2026-05-30,1.302,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-04-30,Semiconductors,pb,pb,company_baseline,0.2,0.285714,17.609057,13.02,2026-05-30,2.243,1.711578,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-30,Semiconductors,ps,ps,company_baseline,0.25,0.357143,16.175614,10.285714,2026-05-30,2.161,1.723331,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-10,Semiconductors,ev_ebitda,ev_ebitda,company_baseline,0.25,0.357143,54.182043,27.665714,2026-05-30,1.743,1.88802,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-10,Semiconductors,forward_pe,,readme_calibration,0.3,,,,2026-05-30,1.302,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-05-10,Semiconductors,pb,pb,company_baseline,0.2,0.285714,19.605157,13.02,2026-05-30,2.243,2.088863,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-10,Semiconductors,ps,ps,company_baseline,0.25,0.357143,18.074414,10.285714,2026-05-30,2.161,2.0363,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-20,Semiconductors,ev_ebitda,ev_ebitda,company_baseline,0.25,0.357143,52.443314,27.665714,2026-05-30,1.743,1.839366,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-20,Semiconductors,forward_pe,,readme_calibration,0.3,,,,2026-05-30,1.302,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-05-20,Semiconductors,pb,pb,company_baseline,0.2,0.285714,18.567143,13.02,2026-05-30,2.243,2.030231,7,"AMD,ASML,AVGO,MU,NVDA,QCOM,TXN",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
